id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
17497,Habitacin en casa con barbacoa y piscina privado,27410212,Sara,Tetun,Valdeacederas,40.46775,-3.70691,Private room,120,2,1,5/30/2019,0.27,1,89
17498,DOUBLE ROOM  next to AIRPORT & 10 min to STADIUM,131962556,Pablo,Barajas,Timn,40.46948,-3.58286,Private room,210,1,0,,,2,168
17499,"2 BEDROOMS FOR 4,  NEXT TO FINAL CHAMP STADIUM",264455340,Concepcion,San Blas - Canillejas,Canillejas,40.44086,-3.60956,Private room,580,1,0,,,1,365
17500,Habitacin cerca del centro de Madrid,18022106,Juan,Moratalaz,Fontarrn,40.40065,-3.63753,Private room,250,1,0,,,1,180
17501,Fin de Semana de Champions League en Madrid,264457810,Marcelo,Ciudad Lineal,Ventas,40.42607,-3.65049,Private room,500,1,0,,,2,89
17502,Habitacin para Final de Champions 2019,264461263,Juan,Ciudad Lineal,Pueblo Nuevo,40.42655,-3.64027,Private room,150,1,0,,,1,365
17503,Champions league room,184649200,Guillermo,Chamber,Rios Rosas,40.44415,-3.70359,Shared room,1500,1,0,,,1,365
17504,Great for a short stay - Champion League Madrid,11799221,Luisa,Chamber,Arapiles,40.43072,-3.70991,Private room,200,1,0,,,2,365
17505,Loft Nuevo CHAMPION LEAGUE,89478801,Jorge,San Blas - Canillejas,Canillejas,40.43844,-3.61302,Entire home/apt,500,2,0,,,1,355
17506,Pretty apartment in Tetuan,5474413,Maria Estibaliz,Tetun,Bellas Vistas,40.44918,-3.7087,Entire home/apt,68,3,0,,,1,0
17507,Loft penthouse in the centre of Madrid,3812131,Elena,Tetun,Cuatro Caminos,40.45003,-3.69874,Entire home/apt,950,1,0,,,1,364
17508,Bethroom for Champions League days,264468259,Raul,Chamber,Vallehermoso,40.44131,-3.71677,Private room,300,1,0,,,1,364
17509,Piso para final de Champions.,71990481,Nathy,Salamanca,Guindalera,40.43434,-3.66854,Entire home/apt,300,1,0,,,1,0
17510,Superbe Chambre dans Madrid Centre La Latina,95845504,Simon,Centro,Embajadores,40.40892,-3.70891,Private room,40,2,1,7/20/2019,0.48,2,0
17511,Habitacin doble NO FUMADORES cocina compartida,1305190,Catherine,Fuencarral - El Pardo,Peagrande,40.48114,-3.72685,Shared room,65,5,0,,,8,364
17512,K,264080103,Miguel Angel,San Blas - Canillejas,Rosas,40.4288,-3.60232,Private room,850,1,0,,,2,178
17513,Bonito apartamento en el centro de Madrid para 5!,264468406,Sofia,Centro,Universidad,40.42593,-3.70222,Entire home/apt,120,1,8,8/18/2019,2.18,11,49
17514,Lovely Cozy Rooms for UEFA Champions league Finals,33932239,Chidi,Latina,Lucero,40.4045,-3.75091,Private room,200,1,0,,,1,261
17515,Apartamento plaza Coln,264482309,Candela,Centro,Justicia,40.42425,-3.69138,Entire home/apt,120,4,0,,,1,0
17516,Acogedor piso en buena zona,264326370,Camilo,Chamber,Trafalgar,40.43526,-3.70242,Entire home/apt,40,1,2,8/25/2019,2,1,0
17517,Habitacin Champions League,262928037,Elas,Puente de Vallecas,Numancia,40.40087,-3.66337,Private room,140,2,0,,,3,90
17518,Habitacin La latina interior amplia Cama doble,260366323,Santiago,Centro,Palacio,40.41251,-3.70891,Private room,38,2,2,7/29/2019,0.98,3,163
17519,Habitacion Champions League,262928037,Elas,Puente de Vallecas,Numancia,40.40262,-3.66218,Private room,140,2,0,,,3,365
17520,Descansa en un hogar cmodo en Champions.,222888684,Nerea,Puente de Vallecas,Entrevas,40.38159,-3.66987,Private room,900,1,0,,,1,364
17521,Final champions 10 mins Wanda Metropolitano,215286505,Paula,San Blas - Canillejas,Helln,40.43224,-3.61665,Entire home/apt,400,1,0,,,1,179
17522,Habitacin La Latina dos camas iluminada y balcn,260366323,Santiago,Centro,Palacio,40.4118,-3.70931,Private room,38,2,3,8/28/2019,1.8,3,167
17523,Piso 2habs. (3Pax + MASCOTA) con A/A . Zona RETIRO,261734922,Adela,Retiro,Adelfas,40.40221,-3.66914,Entire home/apt,48,2,15,9/8/2019,5.7,1,2
17524,Apartamento para 4 personas,8560178,Enrique,Retiro,Ibiza,40.41633,-3.67376,Entire home/apt,125,7,0,,,1,0
17525,Wanda Metropolitano Apartment,264502639,Monse,San Blas - Canillejas,Rosas,40.42962,-3.61054,Entire home/apt,1000,1,0,,,1,365
17526,Room for 2 not far from Metropolitano stadium,138301778,Raphaël,Chamartn,Prosperidad,40.44105,-3.67651,Shared room,450,1,0,,,1,180
17527,"Paseo de la Habana: luz, ubicacin y comodidad",264510978,Mercedes,Chamartn,Nueva Espaa,40.46467,-3.68063,Entire home/apt,95,2,8,8/10/2019,2.29,1,142
17528,Lovely Madrid center,51583667,J,Chamber,Gaztambide,40.43528,-3.71184,Entire home/apt,150,4,1,9/9/2019,1,1,11
17529,ENJOY MADRID IN LOVELY APARTMENT,16904790,Yolanda,Puente de Vallecas,San Diego,40.39034,-3.67033,Private room,80,1,0,,,1,353
17530,Modern and spacious 2-BR Apartment in Lavapies,84352922,Mike,Centro,Embajadores,40.40682,-3.70067,Entire home/apt,47,5,4,6/6/2019,1.07,1,0
17531,Precioso APART RO. MADRID RIO Aparcamiento libre,31806323,Susana,Carabanchel,San Isidro,40.40005,-3.72273,Entire home/apt,55,1,11,9/17/2019,2.95,1,157
17532,SOLFAI VACACIONAL 33,91506664,Solfai,Centro,Embajadores,40.41369,-3.70389,Entire home/apt,59,2,11,9/4/2019,3.03,33,350
17533,Nice room final champions,156213642,Adrian,Latina,Lucero,40.40638,-3.7544,Private room,150,1,0,,,2,89
17534,"Habitacin CHAMPIONS LEAGUE,  15 minutos del Wanda",177177815,Lucas,Moncloa - Aravaca,Argelles,40.42724,-3.71663,Private room,150,1,0,,,1,365
17535,Chamber Sweet BRAND NEW,264521333,Antonio Y Gaby,Chamber,Arapiles,40.434,-3.70957,Entire home/apt,60,3,21,8/29/2019,6.3,1,46
17536,Apartamento madrid central (Champions),264521481,Iago,Centro,Universidad,40.42795,-3.70193,Entire home/apt,249,1,0,,,1,0
17537,Maravilloso Atico en pleno centro de madrid,78093977,Ricardo F.,Centro,Embajadores,40.41008,-3.70058,Entire home/apt,110,5,0,,,1,0
17538,Habitacin en el Barrio de las Letras de Madrid,264524783,Claudio,Centro,Cortes,40.41524,-3.69771,Private room,37,2,5,9/14/2019,1.39,1,69
17539,Apartamento de lujo con terraza,37114180,Cosme,Chamber,Almagro,40.43243,-3.69654,Entire home/apt,500,2,0,,,1,73
17540,PRECIOSO RASTRO DISEO,4312150,Laura,Centro,Embajadores,40.40981,-3.70271,Entire home/apt,59,4,3,9/10/2019,3,2,48
17541,CENTRAL SUNNY AND QUIET APARTMENT IN MADRID,464203,Maria,Centro,Embajadores,40.40716,-3.7105,Entire home/apt,66,2,1,7/31/2019,0.59,1,0
17542,Open Room in Malasaa,108619374,Sebastian,Centro,Justicia,40.4267,-3.69931,Private room,150,1,0,,,1,0
17543,Stunning City Center Apt overlooking Opera Theater,70177185,Charles,Centro,Palacio,40.41615,-3.70988,Private room,38,1,4,7/14/2019,1.24,1,69
17544,Habitaciones para la champions/Rooms for champions,264531935,Miguel,Tetun,Bellas Vistas,40.44765,-3.70654,Private room,400,1,0,,,1,365
17545,Amazing 4 bedrooms 14min from Stadium !,264136672,Sacha,Retiro,Ibiza,40.41597,-3.67666,Entire home/apt,770,1,0,,,1,90
17546,ALQUILO ESPECTACULAR HABITACION,264422511,Diana Maria,Fuencarral - El Pardo,Pilar,40.47288,-3.71418,Private room,15,365,0,,,1,365
17547,"Madrid Center family flat for rent, with terrace",18471665,Pauline,Moncloa - Aravaca,Argelles,40.42985,-3.71745,Entire home/apt,250,2,0,,,1,0
17548,Arta Hostal 1,263597436,Mahdi,Centro,Cortes,40.41518,-3.70066,Private room,120,1,8,8/15/2019,2.45,11,355
17549,Hospedaje cerca del aeropuerto en casa acogedora!,264536873,Violeta,San Blas - Canillejas,Canillejas,40.43518,-3.61056,Private room,25,1,21,9/15/2019,6.06,1,11
17550,Alojamiento a 8min. del Estadio Metropolitano.,262292045,Andy,Viclvaro,Casco Histrico de Viclvaro,40.40475,-3.55801,Private room,35,1,1,6/2/2019,0.27,1,360
17551,"Free Parking - Super location, bright, 1br with AC",77489120,Pablo,Tetun,Valdeacederas,40.46136,-3.69907,Entire home/apt,89,1,22,9/15/2019,6.67,6,145
17552,Habitacin Madrid Champions League/ Room Madrid,264468326,Lisandro,Tetun,Cuatro Caminos,40.45488,-3.6994,Entire home/apt,400,1,0,,,1,365
17553,Final Champions Apartment!!,264542526,Alex,Barajas,Alameda de Osuna,40.45249,-3.59362,Private room,300,1,0,,,1,88
17554,Habitaciones Estadio Wanda Metropolitano,84969888,Lucia,Ciudad Lineal,Pueblo Nuevo,40.42351,-3.63721,Private room,400,2,0,,,1,179
17555,Final Champion League Wanda Metropolitano Madrid,264543007,Manuel,San Blas - Canillejas,Rosas,40.43089,-3.60623,Private room,400,1,0,,,1,364
17556,Casa a 5 minutos de Wanda Metropolitano,16562945,Jorge,San Blas - Canillejas,Rejas,40.44436,-3.58258,Entire home/apt,700,1,0,,,1,89
17557,Two Rooms for UEFA champions league final,13891779,Juan,Carabanchel,Buenavista,40.36529,-3.75893,Private room,250,1,0,,,1,90
17558,Habitacin Privada Madrid Rio,122869012,Jose,Carabanchel,Comillas,40.39423,-3.70851,Private room,21,1,1,7/2/2019,0.37,3,263
17559,Apartment for Champion League,70317973,David,Latina,Campamento,40.39866,-3.7709,Shared room,150,1,1,6/2/2019,0.27,1,363
17560,Habitacin en madrid,6438131,Marcel,Tetun,Valdeacederas,40.46535,-3.69868,Private room,40,1,1,6/2/2019,0.27,1,0
17561,Magnfica habitacin de 40m en MALASAA,73911135,Sara,Centro,Universidad,40.42444,-3.70127,Private room,60,2,0,,,2,343
17562,charming loft close to avda de america,28290730,Ignacio,Salamanca,Guindalera,40.43681,-3.67248,Entire home/apt,75,1,2,6/16/2019,0.58,2,261
17563,Habitacin para parejas en San Fermn,204730281,Arantxa,Usera,Orcasur,40.37088,-3.69764,Private room,25,120,0,,,8,261
17564,Cntrico apartamento - apartment downtown,66195095,Juan Antonio,Latina,Puerta del Angel,40.40544,-3.73777,Entire home/apt,69,1,3,9/15/2019,1.32,1,339
17565,Habitacin doble en La Latina!,32769077,Yon,Centro,Embajadores,40.40894,-3.70907,Private room,100,2,0,,,1,365
17566,Habitacin individual en San Fermn,204730281,Arantxa,Usera,Orcasur,40.36903,-3.69618,Private room,16,2,0,,,8,322
17567,Room  in plaza elptica (line 6) 20min centre,63058551,Rebeca,Carabanchel,Abrantes,40.38436,-3.71862,Private room,300,1,0,,,1,365
17568,Habitacin estadio Metropolitano,228872027,Elba,San Blas - Canillejas,Amposta,40.4277,-3.62006,Private room,280,3,0,,,6,179
17569,Habitacin individual en San Fermn,204730281,Arantxa,Usera,Orcasur,40.37083,-3.69629,Private room,18,1,0,,,8,215
17570,Habitacin estadio Metropolitano Champions league,228872027,Elba,San Blas - Canillejas,Helln,40.42962,-3.61963,Private room,187,3,0,,,6,180
17571,AMAZING TWO BEDROOM APARTMENT NORTH SALAMANCA,39743491,Florence,Chamartn,El Viso,40.44305,-3.6798,Entire home/apt,110,1,0,,,1,127
17572,Habitacin individual en San Fermn,204730281,Arantxa,Usera,Orcasur,40.36962,-3.6979,Private room,16,120,1,7/1/2019,0.37,8,251
17573,Habitacin individual en San Fermn,204730281,Arantxa,Usera,Orcasur,40.37017,-3.69772,Private room,18,120,1,7/1/2019,0.37,8,0
17574,Private room downtown,55951115,Gloria,Arganzuela,Acacias,40.40208,-3.70937,Private room,350,1,0,,,1,89
17575,Apartamento Atocha,264566234,Ivan,Arganzuela,Chopera,40.39598,-3.6966,Entire home/apt,179,2,0,,,1,79
17576,El suave descanso,264568587,Yelinett,Puente de Vallecas,Numancia,40.39662,-3.66538,Entire home/apt,85,1,0,,,1,355
17577,Luminosa habitacin en Madrid!,227253364,Marielsa,Latina,Cuatro Vientos,40.36734,-3.76397,Private room,17,2,11,9/1/2019,3.14,2,11
17578,CHAMPIONS LEAGUE FINAL. Two avalaible rooms,214389633,Sergio,Barajas,Timn,40.46917,-3.58603,Private room,500,1,0,,,1,365
17579,Habitacion cerca del WANDA/ AEROPUERTO CHAMPIONS,250928773,Hugo,Barajas,Alameda de Osuna,40.45867,-3.58683,Private room,350,1,0,,,1,114
17580,habitaciones wandametropolitana,264130753,Marco,San Blas - Canillejas,Rejas,40.44291,-3.58612,Private room,100,1,0,,,6,0
17581,Amplo y acogedor piso en el Barrio de las Letras,121980622,Lola,Centro,Cortes,40.41447,-3.70168,Entire home/apt,165,10,4,9/15/2019,3.75,34,187
17582,"Final Champions League. Amplia, dos personas.",264580516,Antonio,San Blas - Canillejas,Simancas,40.43917,-3.63174,Private room,250,1,0,,,1,365
17583,Alquiler de piso para la final de la Champions,53131822,Nnnn,Puente de Vallecas,Palomeras Bajas,40.38942,-3.66194,Entire home/apt,500,1,0,,,1,179
17584,Double room whit prvate bathroom in Madrid Rio,6438938,Nicolas,Carabanchel,Comillas,40.39213,-3.71072,Private room,50,30,0,,,1,83
17585,Room for the Champions League Final,255715413,Eloina,Fuencarral - El Pardo,Peagrande,40.48198,-3.72117,Private room,125,1,1,6/2/2019,0.27,3,365
17586,PERFECT TO FINALS CHAMPIONS LEAGUE,187851719,Carlos,Hortaleza,Piovera,40.46146,-3.6309,Private room,100,1,1,9/11/2019,1,1,0
17587,"Final de champions,cerca del estadio metropolitano",244065772,Dilan Scott,Ciudad Lineal,Pueblo Nuevo,40.42072,-3.628,Private room,500,1,0,,,1,180
17588,Se alquila habitacion para la final de la Champion,123251555,Diego,San Blas - Canillejas,Helln,40.43116,-3.61642,Private room,300,1,0,,,1,362
17589,Arta Hostal 7,263597436,Mahdi,Centro,Cortes,40.41483,-3.70227,Private room,80,1,10,9/12/2019,2.91,11,337
17590,Arta Hostal 8,263597436,Mahdi,Centro,Cortes,40.41508,-3.70051,Private room,55,1,5,7/12/2019,1.34,11,335
17591,Huge modern flat with Terrace in the center,20809901,Sylvain,Tetun,Almenara,40.46682,-3.69229,Entire home/apt,1500,1,0,,,1,90
17592,Private room 2 beds for Final Champions League,31482186,Patricia,San Blas - Canillejas,Rosas,40.43458,-3.61092,Private room,350,1,0,,,2,365
17593,Flirty 2 Bedroom flat - AMAZING LOCATION,1695686,Rocio Y Pablo,Centro,Embajadores,40.41073,-3.6994,Entire home/apt,75,2,11,9/15/2019,3.24,1,163
17594,Excellent apartment in CASA DE CAMPO-4 PAX-WIFI,261022742,Raquel,Latina,Lucero,40.40809,-3.74466,Entire home/apt,50,2,8,9/8/2019,2.67,1,93
17595,CLOSE TO WANDA METROPOLITANO STADIUM 500 METERS,263718633,Antonio Luis,San Blas - Canillejas,Helln,40.43354,-3.61739,Entire home/apt,2000,1,0,,,1,364
17596,Pasea y descansa,170641432,Carolina,Usera,Pradolongo,40.38137,-3.70741,Shared room,21,1,0,,,3,365
17597,Habitacion en pleno centro de madrid!,134037429,Lorena,Chamber,Trafalgar,40.42963,-3.7041,Private room,300,1,0,,,1,365
17598,Apartamento de Diseo en Malasaa (2H+2B),264497961,Eduardo Francisco,Centro,Universidad,40.42917,-3.70458,Entire home/apt,120,2,12,8/16/2019,3.5,1,164
17599,Piso UCL 2019,105005462,David,Salamanca,Goya,40.42433,-3.66967,Entire home/apt,2550,2,0,,,1,0
17600,Bedrooms Champion League Final,124425621,Alejandro,San Blas - Canillejas,Rosas,40.42707,-3.61066,Private room,500,1,0,,,1,365
17601,Champions League. Airport & stadium transfer incl,39628753,Jess,Fuencarral - El Pardo,La Paz,40.48377,-3.70429,Entire home/apt,550,1,0,,,1,0
17602,4Pax - Aire Acondicionado - TODO NUEVO - Cntrico,33647555,Angel Peluaga,Chamber,Gaztambide,40.43436,-3.71721,Entire home/apt,350,7,0,,,12,114
17603,FIN DE SEMANA CHAMPIONS...,259202687,Damian Y Gabriel,Puente de Vallecas,Numancia,40.40051,-3.66372,Entire home/apt,227,1,0,,,1,17
17604,"Final Champions League, great location",15511467,Paloma,Viclvaro,Casco Histrico de Viclvaro,40.40411,-3.60038,Entire home/apt,250,2,0,,,1,364
17605,"Financial District - 4 Torres, La Paz & Chamartin",6163717,Fernando,Fuencarral - El Pardo,La Paz,40.47515,-3.68752,Entire home/apt,499,1,4,7/14/2019,1.09,1,74
17606,Apartament Champions at Wanda Metropolitano walk,122426505,Amparo,San Blas - Canillejas,Canillejas,40.44406,-3.6114,Entire home/apt,600,1,0,,,1,180
17607,Live&Enjoy Tirso de Molina,263615216,Polaris,Centro,Embajadores,40.41226,-3.70261,Entire home/apt,70,2,10,9/5/2019,3.23,3,56
17608,"Champions league, 1 de junio 2019",137091801,Raquel,San Blas - Canillejas,Simancas,40.43562,-3.61763,Private room,500,1,0,,,1,365
17609,Rooms to rent near Wanda Stadium.,170541729,Monica,San Blas - Canillejas,Rosas,40.42983,-3.61038,Private room,300,1,0,,,1,364
17610,Full family house with parking,264666773,Eusebio,Chamartn,Prosperidad,40.44213,-3.67305,Entire home/apt,200,1,0,,,1,364
17611,FINAL CHAMPIONS WANDA METROPOLITANO 600E/NOCHE/PER,264666891,Ftima,San Blas - Canillejas,Arcos,40.42347,-3.61872,Private room,600,1,0,,,1,365
17612,Habitacin en el centro de madrid,99655834,Ainhoa,Centro,Sol,40.41535,-3.70779,Private room,50,1,1,7/7/2019,0.4,2,0
17613,Private room in the center of Madrid,156430734,Mikel,Centro,Embajadores,40.4068,-3.70449,Private room,200,2,0,,,1,90
17614,Flat In the center of Madrid,13092533,Roselyne,Chamartn,Prosperidad,40.44231,-3.67054,Private room,500,1,0,,,1,179
17615,Double room and single room,8140214,Andrea,San Blas - Canillejas,Canillejas,40.44147,-3.60824,Private room,100,1,0,,,1,364
17616,Gran Final. Apartamento centro de Madrid,264668920,Diego,Centro,Universidad,40.42499,-3.70536,Entire home/apt,1500,1,0,,,1,269
17617,Room in Madrid near Wanda Stadium,33720303,Ana,Villa de Vallecas,Casco Histrico de Vallecas,40.36616,-3.59913,Private room,230,1,0,,,1,89
17618,Private room for 2 in the center 15 min from Wanda,182131064,Romain,Moncloa - Aravaca,Argelles,40.4218,-3.71383,Private room,118,1,1,5/30/2019,0.27,1,88
17619,Piso ideal para disfrutar de Madrid,27086576,Alba,Tetun,Cuatro Caminos,40.44721,-3.70239,Entire home/apt,73,4,2,6/16/2019,0.59,1,0
17620,habitacin champions,263239907,Agustn,Usera,Almendrales,40.38667,-3.69898,Private room,1000,1,0,,,1,365
17621,"Modern, New Flat next to the Matedero",134586765,Carly,Arganzuela,Chopera,40.39354,-3.69641,Entire home/apt,70,2,2,6/25/2019,0.63,1,144
17622,Cozy and Quiet LOFT in the Heart of Madrid,113864545,Miguel,Centro,Embajadores,40.41197,-3.69969,Entire home/apt,42,3,6,9/4/2019,2.14,11,339
17623,HABITACION TRANQUILA RODEADA DE AREAS VERDES,63833717,Jose,Carabanchel,Abrantes,40.37512,-3.73472,Private room,22,2,1,7/12/2019,0.43,2,97
17624,Habitacin para final d la champion - Wanda,199849462,Marta,San Blas - Canillejas,Canillejas,40.44959,-3.609,Private room,550,2,0,,,1,0
17625,Piso compartido,264696773,Norma,Chamartn,Ciudad Jardn,40.44621,-3.67334,Private room,30,1,0,,,1,3
17626,Habitacion Final Wanda,264700567,Javier,Carabanchel,Vista Alegre,40.38584,-3.73598,Private room,120,1,0,,,1,365
17627,Espectacular y acogedor Loft Duplex en Madrid!,102350892,Roco,San Blas - Canillejas,Simancas,40.4409,-3.62375,Private room,80,1,0,,,1,177
17628,FINAL CHAMPIONS LEAGUE RENT A MOTOR HOME,264705188,Trinyk,Moncloa - Aravaca,Casa de Campo,40.41894,-3.74919,Entire home/apt,1000,1,0,,,1,365
17629,"A modern, comfortable and bright flat for the CL!",6697769,Shalima,Puente de Vallecas,Numancia,40.3959,-3.66019,Entire home/apt,400,1,0,,,2,81
17630,FINAL CHAMPIONS LEAGUE sbado 1 de Junio,264705933,Josete,Carabanchel,Buenavista,40.368,-3.75358,Private room,600,1,0,,,1,365
17631,Habitacin finde Champions,60960067,Guillermo,Moncloa - Aravaca,Ciudad Universitaria,40.46322,-3.721,Private room,250,2,0,,,1,363
17632,FINAL CHAMPIONS League WANDA Metropolitano.,264575793,Lourdes,San Blas - Canillejas,Simancas,40.43531,-3.61944,Private room,400,1,0,,,1,365
17633,Apartamento en Chamberi,56875224,Ricardo,Chamber,Almagro,40.43544,-3.69265,Entire home/apt,48,2,5,9/16/2019,1.36,1,47
17634,Habitacin privada a 5 min en coche del Wanda,241026178,Dani,San Blas - Canillejas,Rejas,40.44736,-3.59567,Private room,500,1,0,,,1,180
17635,Bedroom in the centre of Madrid,99655834,Ainhoa,Centro,Embajadores,40.41233,-3.70709,Private room,300,1,0,,,2,0
17636,Final Champions League,155112233,Carlos,Usera,Orcasitas,40.36856,-3.71238,Entire home/apt,1500,2,0,,,1,0
17637,Habitacin pegada a Plenilunio,130325159,Fernando,San Blas - Canillejas,Rejas,40.44592,-3.5935,Entire home/apt,200,1,0,,,1,89
17638,J&B rentals Gran Va. Courtesy champagne included,264719155,Nacho,Centro,Justicia,40.42119,-3.69884,Entire home/apt,80,1,16,9/6/2019,7.38,1,165
17639,ROOM PUERTA DEL SOL,244128152,Alex,Centro,Sol,40.41778,-3.7006,Private room,35,1,15,9/14/2019,4.37,2,92
17640,CHALET FOR THE FINAL CHAMPIONS LEAGUE MADRID,143732655,Fernando,San Blas - Canillejas,Canillejas,40.44831,-3.61504,Entire home/apt,6000,1,0,,,1,261
17641,Central and Brigth- 2H 2B - Sol,264724582,Global,Centro,Sol,40.41558,-3.70552,Entire home/apt,130,2,7,8/17/2019,2.1,1,222
17642,Bright apartment in Barrio Salamanca,71149571,Jess,Salamanca,Castellana,40.43675,-3.68509,Private room,600,1,0,,,1,90
17643,Cozy room with direct metro line to Wanda Metrop.,40526043,Teresa,Salamanca,Guindalera,40.43567,-3.6734,Private room,500,1,0,,,1,89
17644,Apartamento completo!,35227343,Alex,Centro,Justicia,40.42273,-3.69658,Entire home/apt,220,2,0,,,1,0
17645,A champion apartment!!,264729171,Maria,Fuencarral - El Pardo,Pilar,40.47148,-3.71273,Entire home/apt,300,1,0,,,1,365
17646,final champion alquil (Phone number hidden by Airbnb),208344111,Jose,Hortaleza,Pinar del Rey,40.47115,-3.65481,Private room,300,1,0,,,1,180
17647,Design & Luxury Penthouse Madrid Center,113864545,Miguel,Centro,Sol,40.41748,-3.70345,Private room,62,3,5,8/12/2019,1.6,11,255
17648,Room CHAMPIONS LEAGUE 10 min. Metropolitano.,170081165,Laila,Ciudad Lineal,Ventas,40.42714,-3.64999,Private room,250,1,0,,,2,365
17649,Habitacion amplia para la champions  baratos,264733338,Liz Marlene,Latina,Aguilas,40.38904,-3.76728,Shared room,45,4,1,6/4/2019,0.28,3,365
17650,MUSEO REINA SOFIA,258850169,Sonali,Centro,Embajadores,40.41224,-3.7035,Entire home/apt,85,1,3,8/11/2019,0.89,8,345
17651,Habitacin individual para final champions,135324098,Edgar,Moratalaz,Media Legua,40.40855,-3.65462,Private room,199,1,0,,,3,179
17652,Amplia habitacion doble en precioso atico -,10907182,Fabri,Centro,Justicia,40.42197,-3.69864,Private room,60,3,0,,,1,0
17653,BEST ROOM & PLACE TO STAY- MADRID MAIN CENTER,303845,Arturo,Centro,Justicia,40.42005,-3.69832,Private room,90,1,0,,,2,362
17654,Apartamento Final Champions,264735500,Luis Juan,Centro,Palacio,40.41102,-3.71044,Private room,600,1,0,,,1,180
17655,Habitacion final champions wanda,135324098,Edgar,Moratalaz,Media Legua,40.40681,-3.65592,Private room,240,1,0,,,3,179
17656,Habitacion individual wanda final champions,135324098,Edgar,Moratalaz,Media Legua,40.40671,-3.654,Private room,180,1,0,,,3,179
17657,Habitacion cmoda para fin de semana champions,195351785,Luisa,Ciudad Lineal,Pueblo Nuevo,40.43213,-3.64562,Private room,150,1,0,,,1,179
17658,Private Room with Balcony in Central Madrid,86292928,Hattie,Centro,Cortes,40.41236,-3.69691,Private room,175,1,0,,,1,89
17659,Acogedor apartamento en entrada estacin de Atocha,264050258,Natalia,Arganzuela,Palos de Moguer,40.40423,-3.692,Entire home/apt,100,3,1,6/16/2019,0.31,2,323
17660,Bedroom by the river,8353496,Leah,Carabanchel,Comillas,40.39361,-3.71212,Private room,35,2,1,6/8/2019,0.29,1,0
17661,Cosy private double room in the centre of Madrid,81847926,Florian,Arganzuela,Palos de Moguer,40.40287,-3.69741,Private room,140,3,0,,,1,0
17662,Champions Apartment,264752174,Ramn,Chamartn,Ciudad Jardn,40.44642,-3.67413,Entire home/apt,600,1,0,,,2,178
17663,"Nice room in the centre of Madrid, Champions final",25898150,Rafael,Centro,Cortes,40.41799,-3.69513,Private room,195,1,0,,,1,89
17664,Habitacin privada en piso compartido,264754683,Lucia,Usera,Moscard,40.38969,-3.707,Private room,120,2,0,,,1,365
17665,"Beautifull, lighting and cozy apartament",264718076,Nani,Puente de Vallecas,Numancia,40.39555,-3.66283,Entire home/apt,40,2,4,7/20/2019,1.25,1,312
17666,House near the wanda stadium for the champions,264757156,Luis,San Blas - Canillejas,Helln,40.43097,-3.6172,Entire home/apt,920,1,0,,,1,365
17667,AMAZING APARTMENT IN MADRID CENTRAL,3939801,Juan,Centro,Universidad,40.42178,-3.70729,Entire home/apt,250,2,0,,,9,11
17668,A gem in Barrio del Pilar - North side of Madrid,264759301,Denise,Fuencarral - El Pardo,Pilar,40.47759,-3.70667,Entire home/apt,55,5,1,7/21/2019,0.49,1,150
17669,"Habitacin con cama doble, 5 min de Wanda Stadium",17683675,Luis Miguel,San Blas - Canillejas,Rosas,40.42822,-3.60139,Private room,300,1,0,,,2,364
17670,Share home,30476657,Manolo,Chamber,Gaztambide,40.4361,-3.71509,Private room,295,1,0,,,1,0
17671,Cosy apartment near Metropolitano Stadium,78241549,Alex,San Blas - Canillejas,Helln,40.4315,-3.61402,Private room,950,1,0,,,1,140
17672,Hab. comoda en piso tranquilo y bien comunicado.,526897,Laura,Villaverde,San Andrs,40.34146,-3.7091,Private room,16,1,1,6/30/2019,0.37,1,0
17673,Plaza s place,165330521,Daniel,Viclvaro,Casco Histrico de Viclvaro,40.40593,-3.60675,Entire home/apt,820,2,0,,,1,89
17674,Habitacion,264770286,Roberto,Barajas,Timn,40.47423,-3.58425,Private room,50,1,4,7/8/2019,1.17,2,20
17675,Champions League Room in Salamanca Neighboorhood,17237287,Sergio,Salamanca,Lista,40.42917,-3.67165,Private room,250,2,0,,,1,90
17676,Champions Room,264752174,Ramn,Chamartn,Ciudad Jardn,40.44557,-3.67357,Private room,300,1,0,,,2,179
17677,PRECIOSO LOFT EN PLENO CENTRO DE MADRID,264775855,Mario,Centro,Embajadores,40.4098,-3.70224,Entire home/apt,65,2,28,9/13/2019,7.71,1,121
17678,"Private Luxe Room in downtown, the best place!",102278661,Gabriel,Chamartn,El Viso,40.44619,-3.69015,Private room,150,1,0,,,1,0
17679,ORGULLO GAY 2019 MADRID,261645357,Jose,Latina,Cuatro Vientos,40.36698,-3.76177,Private room,250,1,0,,,3,47
17680,Partido bernabeu apartamento,90317293,Alejandro,Hortaleza,Valdefuentes,40.492,-3.66366,Entire home/apt,350,1,0,,,1,365
17681,4 Room Apartment in the Center of Madrid.,69566471,Javier,Chamber,Vallehermoso,40.43918,-3.71272,Entire home/apt,250,15,1,5/31/2019,0.27,25,365
17682,"Most exclusive area in Madrid, next to “El Retiro”",70882648,Gon Bea,Salamanca,Recoletos,40.42574,-3.68166,Entire home/apt,400,2,0,,,1,89
